"Chr"	"start_max"	"end_max"	"Id"	"score"	"strand"	"condition"	"Cluster_Shape"
"278...2092"	7	1131018	1131148	"CNAG_05893b"	0	"+"	"STAT 30"	"Sharp"
"208...2093"	7	1131018	1131148	"CNAG_05893bc"	0	"+"	"EXPO 37"	"Sharp"
"221...2094"	7	1131018	1131148	"CNAG_05893bcd"	0	"+"	"STAT 37"	"Sharp"
"283...2095"	7	1171782	1171912	"CNAG_05904"	0	"+"	"EXPO 30"	"Broad"
"279...2096"	7	1171782	1171912	"CNAG_05904b"	0	"+"	"STAT 30"	"Broad"
"209...2097"	7	1171782	1171912	"CNAG_05904bc"	0	"+"	"EXPO 37"	"Broad"
"222...2098"	7	1171782	1171912	"CNAG_05904bcd"	0	"+"	"STAT 37"	"Broad"
"666...2099"	7	1181885	1182015	"CNAG_05907"	0	"-"	"EXPO 30"	"NA"
"640...2100"	7	1193798	1193928	"CNAG_05910"	0	"-"	"STAT 30"	"Broad"
"543...2101"	7	1193798	1193928	"CNAG_05910b"	0	"-"	"STAT 37"	"Broad"
"284...2102"	7	1211391	1211521	"CNAG_05918"	0	"+"	"EXPO 30"	"NA"
"280...2103"	7	1211394	1211524	"CNAG_05918b"	0	"+"	"STAT 30"	"Broad"
"210...2104"	7	1211391	1211521	"CNAG_05918bc"	0	"+"	"EXPO 37"	"Broad"
"223...2105"	7	1211394	1211524	"CNAG_05918bcd"	0	"+"	"STAT 37"	"Broad"
"285...2106"	7	1233334	1233464	"CNAG_05926"	0	"+"	"EXPO 30"	"Broad"
"281...2107"	7	1233334	1233464	"CNAG_05926b"	0	"+"	"STAT 30"	"Broad"
"211...2108"	7	1233334	1233464	"CNAG_05926bc"	0	"+"	"EXPO 37"	"Broad"
"224...2109"	7	1233334	1233464	"CNAG_05926bcd"	0	"+"	"STAT 37"	"Broad"
"212...2110"	7	1248359	1248489	"CNAG_05932"	0	"+"	"EXPO 37"	"Broad"
"667...2111"	7	1267285	1267415	"CNAG_05939"	0	"-"	"EXPO 30"	"Sharp"
"641...2112"	7	1362720	1362850	"CNAG_05971"	0	"-"	"STAT 30"	"Broad"
"503...2113"	7	1362720	1362850	"CNAG_05971b"	0	"-"	"EXPO 37"	"Broad"
"544...2114"	7	1362720	1362850	"CNAG_05971bc"	0	"-"	"STAT 37"	"Broad"
"545...2115"	7	1376986	1377116	"CNAG_05976"	0	"-"	"STAT 37"	"Broad"
"668...2116"	7	1392799	1392929	"CNAG_05980"	0	"-"	"EXPO 30"	"Broad"
"504...2117"	7	1392799	1392929	"CNAG_05980b"	0	"-"	"EXPO 37"	"Broad"
"669...2118"	12	43337	43467	"CNAG_05997"	0	"-"	"EXPO 30"	"Broad"
"642...2119"	12	43337	43467	"CNAG_05997b"	0	"-"	"STAT 30"	"Broad"
"505...2120"	12	43337	43467	"CNAG_05997bc"	0	"-"	"EXPO 37"	"Broad"
"670...2121"	12	46320	46450	"CNAG_05999"	0	"-"	"EXPO 30"	"Broad"
"546...2122"	12	46320	46450	"CNAG_05999b"	0	"-"	"STAT 37"	"Broad"
"547...2123"	12	101882	102012	"CNAG_06020"	0	"-"	"STAT 37"	"NA"
"671...2124"	12	171912	172042	"CNAG_06048"	0	"-"	"EXPO 30"	"Broad"
"643...2125"	12	171912	172042	"CNAG_06048b"	0	"-"	"STAT 30"	"Broad"
"286...2126"	12	203021	203151	"CNAG_06061"	0	"+"	"EXPO 30"	"NA"
"282...2127"	12	203021	203151	"CNAG_06061b"	0	"+"	"STAT 30"	"Broad"
"644...2128"	12	207596	207726	"CNAG_06063"	0	"-"	"STAT 30"	"NA"
"672...2129"	12	234865	234995	"CNAG_06074"	0	"-"	"EXPO 30"	"Sharp"
"645...2130"	12	234865	234995	"CNAG_06074b"	0	"-"	"STAT 30"	"NA"
"506...2131"	12	234865	234995	"CNAG_06074bc"	0	"-"	"EXPO 37"	"Sharp"
"646...2132"	12	236231	236361	"CNAG_06075"	0	"-"	"STAT 30"	"Sharp"
"673...2133"	12	246123	246253	"CNAG_06079"	0	"-"	"EXPO 30"	"NA"
"647...2134"	12	246123	246253	"CNAG_06079b"	0	"-"	"STAT 30"	"Broad"
"548...2135"	12	246123	246253	"CNAG_06079bc"	0	"-"	"STAT 37"	"Broad"
"287...2136"	12	250227	250357	"CNAG_06081"	0	"+"	"EXPO 30"	"Broad"
"283...2137"	12	250227	250357	"CNAG_06081b"	0	"+"	"STAT 30"	"Broad"
"288...2138"	12	293435	293565	"CNAG_06095"	0	"+"	"EXPO 30"	"Sharp"
"284...2139"	12	293435	293565	"CNAG_06095b"	0	"+"	"STAT 30"	"Sharp"
"213...2140"	12	293435	293565	"CNAG_06095bc"	0	"+"	"EXPO 37"	"Broad"
"225...2141"	12	293435	293565	"CNAG_06095bcd"	0	"+"	"STAT 37"	"Sharp"
"289...2142"	12	295093	295223	"CNAG_06096"	0	"+"	"EXPO 30"	"Broad"
"285...2143"	12	295093	295223	"CNAG_06096b"	0	"+"	"STAT 30"	"Sharp"
"214...2144"	12	295093	295223	"CNAG_06096bc"	0	"+"	"EXPO 37"	"Broad"
"226...2145"	12	295093	295223	"CNAG_06096bcd"	0	"+"	"STAT 37"	"Broad"
"674...2146"	12	309864	309994	"CNAG_06101"	0	"-"	"EXPO 30"	"NA"
"648...2147"	12	309864	309994	"CNAG_06101b"	0	"-"	"STAT 30"	"Sharp"
"507...2148"	12	309864	309994	"CNAG_06101bc"	0	"-"	"EXPO 37"	"Sharp"
"549...2149"	12	309864	309994	"CNAG_06101bcd"	0	"-"	"STAT 37"	"Sharp"
"675...2150"	12	331488	331618	"CNAG_06108"	0	"-"	"EXPO 30"	"Broad"
"550...2151"	12	331484	331614	"CNAG_06108b"	0	"-"	"STAT 37"	"Sharp"
"290...2152"	12	332295	332425	"CNAG_06109"	0	"+"	"EXPO 30"	"Sharp"
"286...2153"	12	332295	332425	"CNAG_06109b"	0	"+"	"STAT 30"	"Broad"
"215...2154"	12	332295	332425	"CNAG_06109bc"	0	"+"	"EXPO 37"	"Broad"
"287...2155"	12	347125	347255	"CNAG_06114"	0	"+"	"STAT 30"	"Broad"
"288...2156"	12	365501	365631	"CNAG_06120"	0	"+"	"STAT 30"	"Broad"
"291...2157"	12	367280	367410	"CNAG_06121"	0	"+"	"EXPO 30"	"Broad"
"216...2158"	12	367280	367410	"CNAG_06121b"	0	"+"	"EXPO 37"	"Broad"
"227...2159"	12	367280	367410	"CNAG_06121bc"	0	"+"	"STAT 37"	"Broad"
"676...2160"	12	378133	378263	"CNAG_06125"	0	"-"	"EXPO 30"	"Broad"
"649...2161"	12	378133	378263	"CNAG_06125b"	0	"-"	"STAT 30"	"Broad"
"508...2162"	12	378133	378263	"CNAG_06125bc"	0	"-"	"EXPO 37"	"Broad"
"292...2163"	12	380451	380581	"CNAG_06127"	0	"+"	"EXPO 30"	"NA"
"289...2164"	12	380451	380581	"CNAG_06127b"	0	"+"	"STAT 30"	"Broad"
"217...2165"	12	380451	380581	"CNAG_06127bc"	0	"+"	"EXPO 37"	"Broad"
"228...2166"	12	380451	380581	"CNAG_06127bcd"	0	"+"	"STAT 37"	"Broad"
"290...2167"	12	393681	393811	"CNAG_06134"	0	"+"	"STAT 30"	"Broad"
"229...2168"	12	393681	393811	"CNAG_06134b"	0	"+"	"STAT 37"	"Broad"
"293...2169"	12	405982	406112	"CNAG_06138"	0	"+"	"EXPO 30"	"Broad"
"291...2170"	12	405982	406112	"CNAG_06138b"	0	"+"	"STAT 30"	"Broad"
"218...2171"	12	405982	406112	"CNAG_06138bc"	0	"+"	"EXPO 37"	"Broad"
"677...2172"	12	410725	410855	"CNAG_06140"	0	"-"	"EXPO 30"	"Broad"
"650...2173"	12	410725	410855	"CNAG_06140b"	0	"-"	"STAT 30"	"Sharp"
"509...2174"	12	410725	410855	"CNAG_06140bc"	0	"-"	"EXPO 37"	"Sharp"
"678...2175"	12	417705	417835	"CNAG_06144"	0	"-"	"EXPO 30"	"NA"
"651...2176"	12	417705	417835	"CNAG_06144b"	0	"-"	"STAT 30"	"NA"
"679...2177"	12	438202	438332	"CNAG_06150"	0	"-"	"EXPO 30"	"NA"
"652...2178"	12	438202	438332	"CNAG_06150b"	0	"-"	"STAT 30"	"Broad"
"510...2179"	12	438202	438332	"CNAG_06150bc"	0	"-"	"EXPO 37"	"Broad"
"551...2180"	12	438202	438332	"CNAG_06150bcd"	0	"-"	"STAT 37"	"Broad"
"294...2181"	12	441984	442114	"CNAG_06153"	0	"+"	"EXPO 30"	"Broad"
"292...2182"	12	441984	442114	"CNAG_06153b"	0	"+"	"STAT 30"	"Broad"
"219...2183"	12	441984	442114	"CNAG_06153bc"	0	"+"	"EXPO 37"	"Broad"
"230...2184"	12	441984	442114	"CNAG_06153bcd"	0	"+"	"STAT 37"	"Broad"
"680...2185"	12	505884	506014	"CNAG_06169"	0	"-"	"EXPO 30"	"Broad"
"653...2186"	12	505890	506020	"CNAG_06169b"	0	"-"	"STAT 30"	"NA"
"552...2187"	12	505890	506020	"CNAG_06169bc"	0	"-"	"STAT 37"	"Broad"
"681...2188"	12	538593	538723	"CNAG_06180"	0	"-"	"EXPO 30"	"Broad"
"511...2189"	12	538593	538723	"CNAG_06180b"	0	"-"	"EXPO 37"	"Broad"
"553...2190"	12	623272	623402	"CNAG_06205"	0	"-"	"STAT 37"	"Sharp"
"295...2191"	12	628292	628422	"CNAG_06207"	0	"+"	"EXPO 30"	"Sharp"
"293...2192"	12	628292	628422	"CNAG_06207b"	0	"+"	"STAT 30"	"Sharp"
"220...2193"	12	628292	628422	"CNAG_06207bc"	0	"+"	"EXPO 37"	"Sharp"
"682...2194"	12	652017	652147	"CNAG_06216"	0	"-"	"EXPO 30"	"Broad"
"654...2195"	12	652017	652147	"CNAG_06216b"	0	"-"	"STAT 30"	"Broad"
"512...2196"	12	652017	652147	"CNAG_06216bc"	0	"-"	"EXPO 37"	"Sharp"
"554...2197"	12	652017	652147	"CNAG_06216bcd"	0	"-"	"STAT 37"	"Sharp"
"296...2198"	12	668852	668982	"CNAG_06222"	0	"+"	"EXPO 30"	"Sharp"
"294...2199"	12	668852	668982	"CNAG_06222b"	0	"+"	"STAT 30"	"NA"
"221...2200"	12	668852	668982	"CNAG_06222bc"	0	"+"	"EXPO 37"	"Sharp"
"231...2201"	12	668852	668982	"CNAG_06222bcd"	0	"+"	"STAT 37"	"NA"
"232...2202"	12	673943	674073	"CNAG_06224"	0	"+"	"STAT 37"	"Broad"
"555...2203"	12	686643	686773	"CNAG_06228"	0	"-"	"STAT 37"	"Broad"
"297...2204"	12	686741	686871	"CNAG_06229"	0	"+"	"EXPO 30"	"Broad"
"222...2205"	12	686741	686871	"CNAG_06229b"	0	"+"	"EXPO 37"	"Broad"
"298...2206"	12	691691	691821	"CNAG_06231"	0	"+"	"EXPO 30"	"NA"
"295...2207"	12	691691	691821	"CNAG_06231b"	0	"+"	"STAT 30"	"NA"
"299...2208"	12	713881	714011	"CNAG_06242"	0	"+"	"EXPO 30"	"Broad"
"296...2209"	12	713881	714011	"CNAG_06242b"	0	"+"	"STAT 30"	"Broad"
"233...2210"	12	719336	719466	"CNAG_06244"	0	"+"	"STAT 37"	"NA"
"655...2211"	12	725416	725546	"CNAG_06246"	0	"-"	"STAT 30"	"Broad"
"683...2212"	12	734586	734716	"CNAG_06248"	0	"-"	"EXPO 30"	"Broad"
"556...2213"	13	36403	36533	"CNAG_06267"	0	"-"	"STAT 37"	"Broad"
"300...2214"	13	55571	55701	"CNAG_06274"	0	"+"	"EXPO 30"	"Broad"
"297...2215"	13	55571	55701	"CNAG_06274b"	0	"+"	"STAT 30"	"Broad"
"223...2216"	13	55571	55701	"CNAG_06274bc"	0	"+"	"EXPO 37"	"Broad"
"234...2217"	13	55571	55701	"CNAG_06274bcd"	0	"+"	"STAT 37"	"Broad"
"301...2218"	13	76152	76282	"CNAG_06279"	0	"+"	"EXPO 30"	"Broad"
"302...2219"	13	99243	99373	"CNAG_06288"	0	"+"	"EXPO 30"	"Broad"
"298...2220"	13	99243	99373	"CNAG_06288b"	0	"+"	"STAT 30"	"Broad"
"224...2221"	13	99243	99373	"CNAG_06288bc"	0	"+"	"EXPO 37"	"Broad"
"235...2222"	13	99243	99373	"CNAG_06288bcd"	0	"+"	"STAT 37"	"Broad"
"684...2223"	13	123165	123295	"CNAG_06297"	0	"-"	"EXPO 30"	"Broad"
"303...2224"	13	123854	123984	"CNAG_06298"	0	"+"	"EXPO 30"	"Sharp"
"299...2225"	13	123854	123984	"CNAG_06298b"	0	"+"	"STAT 30"	"Sharp"
"225...2226"	13	123854	123984	"CNAG_06298bc"	0	"+"	"EXPO 37"	"Sharp"
"236...2227"	13	123854	123984	"CNAG_06298bcd"	0	"+"	"STAT 37"	"Sharp"
"685...2228"	13	136982	137112	"CNAG_06301"	0	"-"	"EXPO 30"	"Broad"
"656...2229"	13	136982	137112	"CNAG_06301b"	0	"-"	"STAT 30"	"Sharp"
"657...2230"	13	138837	138967	"CNAG_06302"	0	"-"	"STAT 30"	"NA"
"686...2231"	13	167659	167789	"CNAG_06313"	0	"-"	"EXPO 30"	"Broad"
"658...2232"	13	167659	167789	"CNAG_06313b"	0	"-"	"STAT 30"	"Broad"
"513...2233"	13	167659	167789	"CNAG_06313bc"	0	"-"	"EXPO 37"	"Broad"
"557...2234"	13	167659	167789	"CNAG_06313bcd"	0	"-"	"STAT 37"	"Broad"
"237...2235"	13	170679	170809	"CNAG_06315"	0	"+"	"STAT 37"	"Broad"
"687...2236"	13	197026	197156	"CNAG_06325"	0	"-"	"EXPO 30"	"Broad"
"659...2237"	13	197012	197142	"CNAG_06325b"	0	"-"	"STAT 30"	"Broad"
"558...2238"	13	197026	197156	"CNAG_06325bc"	0	"-"	"STAT 37"	"Broad"
"688...2239"	13	247356	247486	"CNAG_06341"	0	"-"	"EXPO 30"	"NA"
"660...2240"	13	247356	247486	"CNAG_06341b"	0	"-"	"STAT 30"	"Sharp"
"559...2241"	13	247356	247486	"CNAG_06341bc"	0	"-"	"STAT 37"	"Sharp"
"661...2242"	13	255674	255804	"CNAG_06346"	0	"-"	"STAT 30"	"NA"
"304...2243"	13	276051	276181	"CNAG_06353"	0	"+"	"EXPO 30"	"Broad"
"300...2244"	13	276051	276181	"CNAG_06353b"	0	"+"	"STAT 30"	"NA"
"305...2245"	13	310927	311057	"CNAG_06367"	0	"+"	"EXPO 30"	"Broad"
"301...2246"	13	310927	311057	"CNAG_06367b"	0	"+"	"STAT 30"	"Broad"
"238...2247"	13	310927	311057	"CNAG_06367bc"	0	"+"	"STAT 37"	"Broad"
"306...2248"	13	321270	321400	"CNAG_06372"	0	"+"	"EXPO 30"	"NA"
"302...2249"	13	321264	321394	"CNAG_06372b"	0	"+"	"STAT 30"	"Sharp"
"226...2250"	13	321264	321394	"CNAG_06372bc"	0	"+"	"EXPO 37"	"Broad"
"239...2251"	13	321264	321394	"CNAG_06372bcd"	0	"+"	"STAT 37"	"Broad"
"307...2252"	13	332489	332619	"CNAG_06377"	0	"+"	"EXPO 30"	"Sharp"
"303...2253"	13	332489	332619	"CNAG_06377b"	0	"+"	"STAT 30"	"NA"
"227...2254"	13	332489	332619	"CNAG_06377bc"	0	"+"	"EXPO 37"	"NA"
"304...2255"	13	338753	338883	"CNAG_06380"	0	"+"	"STAT 30"	"Sharp"
"240...2256"	13	338753	338883	"CNAG_06380b"	0	"+"	"STAT 37"	"NA"
"689...2257"	13	356522	356652	"CNAG_06386"	0	"-"	"EXPO 30"	"Broad"
"662...2258"	13	356522	356652	"CNAG_06386b"	0	"-"	"STAT 30"	"Broad"
"663...2259"	13	361064	361194	"CNAG_06388"	0	"-"	"STAT 30"	"NA"
"514...2260"	13	361064	361194	"CNAG_06388b"	0	"-"	"EXPO 37"	"NA"
"560...2261"	13	361064	361194	"CNAG_06388bc"	0	"-"	"STAT 37"	"NA"
"305...2262"	13	374595	374725	"CNAG_06396"	0	"+"	"STAT 30"	"Broad"
"228...2263"	13	374595	374725	"CNAG_06396b"	0	"+"	"EXPO 37"	"Broad"
"241...2264"	13	374595	374725	"CNAG_06396bc"	0	"+"	"STAT 37"	"Broad"
"561...2265"	13	391452	391582	"CNAG_06400"	0	"-"	"STAT 37"	"Broad"
"690...2266"	13	403303	403433	"CNAG_06404"	0	"-"	"EXPO 30"	"NA"
"664...2267"	13	403303	403433	"CNAG_06404b"	0	"-"	"STAT 30"	"Sharp"
"515...2268"	13	403303	403433	"CNAG_06404bc"	0	"-"	"EXPO 37"	"Sharp"
"562...2269"	13	403303	403433	"CNAG_06404bcd"	0	"-"	"STAT 37"	"Sharp"
"691...2270"	13	436199	436329	"CNAG_06421"	0	"-"	"EXPO 30"	"NA"
"665...2271"	13	436199	436329	"CNAG_06421b"	0	"-"	"STAT 30"	"Broad"
"516...2272"	13	436199	436329	"CNAG_06421bc"	0	"-"	"EXPO 37"	"Sharp"
"308...2273"	13	436380	436510	"CNAG_06422"	0	"+"	"EXPO 30"	"NA"
"306...2274"	13	436380	436510	"CNAG_06422b"	0	"+"	"STAT 30"	"NA"
"229...2275"	13	445676	445806	"CNAG_06426"	0	"+"	"EXPO 37"	"Broad"
"242...2276"	13	445676	445806	"CNAG_06426b"	0	"+"	"STAT 37"	"Broad"
"692...2277"	13	509461	509591	"CNAG_06447"	0	"-"	"EXPO 30"	"NA"
"666...2278"	13	509461	509591	"CNAG_06447b"	0	"-"	"STAT 30"	"NA"
"517...2279"	13	509461	509591	"CNAG_06447bc"	0	"-"	"EXPO 37"	"NA"
"563...2280"	13	509461	509591	"CNAG_06447bcd"	0	"-"	"STAT 37"	"NA"
"307...2281"	13	562937	563067	"CNAG_06470"	0	"+"	"STAT 30"	"Broad"
"243...2282"	13	562937	563067	"CNAG_06470b"	0	"+"	"STAT 37"	"Broad"
"693...2283"	13	565001	565131	"CNAG_06471"	0	"-"	"EXPO 30"	"Broad"
"694...2284"	13	644787	644917	"CNAG_06486"	0	"-"	"EXPO 30"	"Broad"
"518...2285"	13	644787	644917	"CNAG_06486b"	0	"-"	"EXPO 37"	"Broad"
"695...2286"	13	652916	653046	"CNAG_06489"	0	"-"	"EXPO 30"	"NA"
"519...2287"	13	652916	653046	"CNAG_06489b"	0	"-"	"EXPO 37"	"Broad"
"696...2288"	7	70492	70622	"CNAG_06544"	0	"-"	"EXPO 30"	"Broad"
"667...2289"	7	70492	70622	"CNAG_06544b"	0	"-"	"STAT 30"	"NA"
"520...2290"	7	70492	70622	"CNAG_06544bc"	0	"-"	"EXPO 37"	"Broad"
"564...2291"	7	70492	70622	"CNAG_06544bcd"	0	"-"	"STAT 37"	"Broad"
"668...2292"	7	140769	140899	"CNAG_06568"	0	"-"	"STAT 30"	"Broad"
"669...2293"	7	163861	163991	"CNAG_06574"	0	"-"	"STAT 30"	"NA"
"697...2294"	7	225201	225331	"CNAG_06594"	0	"-"	"EXPO 30"	"NA"
"565...2295"	7	225201	225331	"CNAG_06594b"	0	"-"	"STAT 37"	"Broad"
"309...2296"	7	228660	228790	"CNAG_06597"	0	"+"	"EXPO 30"	"Broad"
"308...2297"	7	228655	228785	"CNAG_06597b"	0	"+"	"STAT 30"	"Broad"
"230...2298"	7	228660	228790	"CNAG_06597bc"	0	"+"	"EXPO 37"	"Broad"
"244...2299"	7	228647	228777	"CNAG_06597bcd"	0	"+"	"STAT 37"	"Broad"
"310...2300"	7	242435	242565	"CNAG_06602"	0	"+"	"EXPO 30"	"Broad"
"309...2301"	7	242435	242565	"CNAG_06602b"	0	"+"	"STAT 30"	"NA"
"231...2302"	7	242435	242565	"CNAG_06602bc"	0	"+"	"EXPO 37"	"Broad"
"245...2303"	7	242435	242565	"CNAG_06602bcd"	0	"+"	"STAT 37"	"Broad"
"698...2304"	7	252289	252419	"CNAG_06605"	0	"-"	"EXPO 30"	"NA"
"670...2305"	7	252282	252412	"CNAG_06605b"	0	"-"	"STAT 30"	"Broad"
"521...2306"	7	252282	252412	"CNAG_06605bc"	0	"-"	"EXPO 37"	"Sharp"
"566...2307"	7	252289	252419	"CNAG_06605bcd"	0	"-"	"STAT 37"	"Sharp"
"311...2308"	7	279846	279976	"CNAG_06613"	0	"+"	"EXPO 30"	"Broad"
"310...2309"	7	279846	279976	"CNAG_06613b"	0	"+"	"STAT 30"	"Broad"
"246...2310"	7	287012	287142	"CNAG_06616"	0	"+"	"STAT 37"	"Broad"
"567...2311"	7	317698	317828	"CNAG_06627"	0	"-"	"STAT 37"	"Broad"
"699...2312"	7	326241	326371	"CNAG_06630"	0	"-"	"EXPO 30"	"NA"
"671...2313"	7	326241	326371	"CNAG_06630b"	0	"-"	"STAT 30"	"Broad"
"522...2314"	7	326241	326371	"CNAG_06630bc"	0	"-"	"EXPO 37"	"NA"
"568...2315"	7	326241	326371	"CNAG_06630bcd"	0	"-"	"STAT 37"	"NA"
"312...2316"	7	326389	326519	"CNAG_06631"	0	"+"	"EXPO 30"	"Broad"
"672...2317"	7	331722	331852	"CNAG_06632"	0	"-"	"STAT 30"	"NA"
"569...2318"	7	331722	331852	"CNAG_06632b"	0	"-"	"STAT 37"	"NA"
"570...2319"	7	335115	335245	"CNAG_06633"	0	"-"	"STAT 37"	"NA"
"313...2320"	7	337982	338112	"CNAG_06635"	0	"+"	"EXPO 30"	"Sharp"
"311...2321"	7	337979	338109	"CNAG_06635b"	0	"+"	"STAT 30"	"Broad"
"232...2322"	7	337982	338112	"CNAG_06635bc"	0	"+"	"EXPO 37"	"Sharp"
"523...2323"	7	374791	374921	"CNAG_06644"	0	"-"	"EXPO 37"	"NA"
"571...2324"	7	374791	374921	"CNAG_06644b"	0	"-"	"STAT 37"	"Broad"
"700...2325"	7	378603	378733	"CNAG_06646"	0	"-"	"EXPO 30"	"Broad"
"673...2326"	7	378603	378733	"CNAG_06646b"	0	"-"	"STAT 30"	"Broad"
"524...2327"	7	378585	378715	"CNAG_06646bc"	0	"-"	"EXPO 37"	"Broad"
"572...2328"	7	378603	378733	"CNAG_06646bcd"	0	"-"	"STAT 37"	"Broad"
"314...2329"	7	381957	382087	"CNAG_06648"	0	"+"	"EXPO 30"	"Broad"
"247...2330"	7	381966	382096	"CNAG_06648b"	0	"+"	"STAT 37"	"Broad"
"315...2331"	7	414955	415085	"CNAG_06663"	0	"+"	"EXPO 30"	"NA"
"233...2332"	7	414955	415085	"CNAG_06663b"	0	"+"	"EXPO 37"	"NA"
"248...2333"	7	414955	415085	"CNAG_06663bc"	0	"+"	"STAT 37"	"NA"
"316...2334"	7	420889	421019	"CNAG_06666"	0	"+"	"EXPO 30"	"Broad"
"312...2335"	7	420889	421019	"CNAG_06666b"	0	"+"	"STAT 30"	"Broad"
"701...2336"	7	428881	429011	"CNAG_06668"	0	"-"	"EXPO 30"	"NA"
"674...2337"	7	428881	429011	"CNAG_06668b"	0	"-"	"STAT 30"	"Sharp"
"525...2338"	7	428881	429011	"CNAG_06668bc"	0	"-"	"EXPO 37"	"Sharp"
"675...2339"	7	432005	432135	"CNAG_06670"	0	"-"	"STAT 30"	"Broad"
"573...2340"	7	432005	432135	"CNAG_06670b"	0	"-"	"STAT 37"	"Broad"
"249...2341"	7	437676	437806	"CNAG_06672"	0	"+"	"STAT 37"	"Sharp"
"676...2342"	7	507777	507907	"CNAG_06693"	0	"-"	"STAT 30"	"Sharp"
"574...2343"	7	507777	507907	"CNAG_06693b"	0	"-"	"STAT 37"	"Broad"
"317...2344"	7	523720	523850	"CNAG_06699"	0	"+"	"EXPO 30"	"NA"
"313...2345"	7	523720	523850	"CNAG_06699b"	0	"+"	"STAT 30"	"NA"
"234...2346"	7	523720	523850	"CNAG_06699bc"	0	"+"	"EXPO 37"	"NA"
"250...2347"	7	523720	523850	"CNAG_06699bcd"	0	"+"	"STAT 37"	"NA"
"702...2348"	2	267019	267149	"CNAG_06704"	0	"-"	"EXPO 30"	"Sharp"
"677...2349"	2	267026	267156	"CNAG_06704b"	0	"-"	"STAT 30"	"Broad"
"703...2350"	2	246065	246195	"CNAG_06714"	0	"-"	"EXPO 30"	"Broad"
"704...2351"	2	228410	228540	"CNAG_06723"	0	"-"	"EXPO 30"	"Sharp"
"678...2352"	2	228410	228540	"CNAG_06723b"	0	"-"	"STAT 30"	"Sharp"
"575...2353"	2	228410	228540	"CNAG_06723bc"	0	"-"	"STAT 37"	"Sharp"
"526...2354"	2	194930	195060	"CNAG_06733"	0	"-"	"EXPO 37"	"Broad"
"576...2355"	2	194930	195060	"CNAG_06733b"	0	"-"	"STAT 37"	"Broad"
"318...2356"	2	160325	160455	"CNAG_06745"	0	"+"	"EXPO 30"	"Sharp"
"314...2357"	2	160328	160458	"CNAG_06745b"	0	"+"	"STAT 30"	"Sharp"
"235...2358"	2	160328	160458	"CNAG_06745bc"	0	"+"	"EXPO 37"	"Sharp"
"251...2359"	2	160328	160458	"CNAG_06745bcd"	0	"+"	"STAT 37"	"Sharp"
"319...2360"	2	157987	158117	"CNAG_06746"	0	"+"	"EXPO 30"	"Sharp"
"236...2361"	2	157987	158117	"CNAG_06746b"	0	"+"	"EXPO 37"	"Sharp"
"705...2362"	2	157704	157834	"CNAG_06747"	0	"-"	"EXPO 30"	"Sharp"
"679...2363"	2	157704	157834	"CNAG_06747b"	0	"-"	"STAT 30"	"Sharp"
"527...2364"	2	157704	157834	"CNAG_06747bc"	0	"-"	"EXPO 37"	"Sharp"
"577...2365"	2	157704	157834	"CNAG_06747bcd"	0	"-"	"STAT 37"	"Sharp"
"320...2366"	2	136002	136132	"CNAG_06753"	0	"+"	"EXPO 30"	"Sharp"
"315...2367"	2	136002	136132	"CNAG_06753b"	0	"+"	"STAT 30"	"Sharp"
"237...2368"	2	136002	136132	"CNAG_06753bc"	0	"+"	"EXPO 37"	"Sharp"
"252...2369"	2	136002	136132	"CNAG_06753bcd"	0	"+"	"STAT 37"	"Sharp"
"680...2370"	2	131651	131781	"CNAG_06755"	0	"-"	"STAT 30"	"Broad"
"578...2371"	2	131651	131781	"CNAG_06755b"	0	"-"	"STAT 37"	"Broad"
"706...2372"	2	91001	91131	"CNAG_06767"	0	"-"	"EXPO 30"	"Broad"
"528...2373"	2	91001	91131	"CNAG_06767b"	0	"-"	"EXPO 37"	"Broad"
"321...2374"	2	81696	81826	"CNAG_06770"	0	"+"	"EXPO 30"	"Sharp"
"316...2375"	2	81696	81826	"CNAG_06770b"	0	"+"	"STAT 30"	"Broad"
"238...2376"	2	81696	81826	"CNAG_06770bc"	0	"+"	"EXPO 37"	"Broad"
"253...2377"	2	81696	81826	"CNAG_06770bcd"	0	"+"	"STAT 37"	"Broad"
"707...2378"	2	77080	77210	"CNAG_06773"	0	"-"	"EXPO 30"	"NA"
"681...2379"	2	77073	77203	"CNAG_06773b"	0	"-"	"STAT 30"	"Sharp"
"529...2380"	2	77073	77203	"CNAG_06773bc"	0	"-"	"EXPO 37"	"Sharp"
"708...2381"	2	71199	71329	"CNAG_06775"	0	"-"	"EXPO 30"	"Broad"
"709...2382"	2	61501	61631	"CNAG_06779"	0	"-"	"EXPO 30"	"Broad"
"682...2383"	2	61503	61633	"CNAG_06779b"	0	"-"	"STAT 30"	"Broad"
"530...2384"	2	61501	61631	"CNAG_06779bc"	0	"-"	"EXPO 37"	"Broad"
"579...2385"	2	61497	61627	"CNAG_06779bcd"	0	"-"	"STAT 37"	"Broad"
"322...2386"	2	51612	51742	"CNAG_06782"	0	"+"	"EXPO 30"	"NA"
"317...2387"	2	51612	51742	"CNAG_06782b"	0	"+"	"STAT 30"	"NA"
"239...2388"	2	51612	51742	"CNAG_06782bc"	0	"+"	"EXPO 37"	"Sharp"
"254...2389"	2	51612	51742	"CNAG_06782bcd"	0	"+"	"STAT 37"	"Broad"
